name,stars,title,review
Prasan India,1.0 out of 5 stars,Naam bade aur darshan chote,"Yeh laptop sirf dihhawebaaji ke liye kharid sakte ho.. performance fast hai aur battery backup accha hai lekin uske alawa sab ghatiya hai.. koi b software ke liye paise dene padte hai..even word,excel,tally kuch free nai hai..Aur apple wale itne siyane hote hai ki kuch saal baad aisa update daal dete hai ki battery aur performance slow ho jaye aur phir se laako rupiye kharch karke apple kharido.Window ka i7 12th gen ka laptop isse harr maamle me accha hai sirf battery chor karr.Sirf acche battery ke liye laakho rupiya kyu kharch kare aur dihhawa kyu karna..Dell,hp,acer,msi,lenovo me isse acche options hai. Why apple ? Just to show off ??"
NAVANITA,5.0 out of 5 stars,"Go on get it , no regrets I promise","Okay so a few months ago I purchased the m1 macbook air base model and I can't believe how fast it is, when I compared it to the previous intel based macs this guy is leaps and bounds better than the Intel, if u have an Intel machine , it wouldn't even be possible for u to edit photos but m1 in this mac handles even the most heavy graphically intensive edits and games and more , if ur in a market for the best value for money and the best performance this is the laptop to get.And when it comes to the display, it comes with a little more than quad HD 2560×1600 resolution which comes with p3 color gamut for u display needs out there. The battery life u need not worry about its amazing , I get like 16 17 hrs of use on light use."
Harsh,5.0 out of 5 stars,Great machine,"Got this mac air @ ₹ 83,700Its just amazing. I was using windows laptop earlier and decided to switch to mac and after using for 2 weeks i can say its great ..Each and every part of this laptop is just amazing, its display, its speaker, its keyboard, its trackpad, and ofcourse its build quality.... Every part is amazing."
pratham dubey,5.0 out of 5 stars,Insanely powerful machine!!!,"I bought this product about a week ago and I'm obsessed. This is insanely powerful. And I love the color, I bought it in silver and it's so beautiful. I bought it through Apple official website and used Education discount in which I got MacBook Air M1, Silver, 256GB SSD, 8GB RAM for ₹83610.Loving this MacBook. The design and the keyboard is the best. Feels good to write on keyboard. It's been 2 weeks and I haven't charged it yet. The battery life is good. And the best part it is so thin and compatible I love apple's design. The size is the only con but otherwise it's a win win. Best for students."
kanaklast Ambasta,4.0 out of 5 stars,If। a college student buy from apple store of education,"It's the best laptop for students as well as adults.I would recommend if you are a university student buy the macbook from apple store for education(online) where you will get this at a price of 83,000 only,that's almost 9to 10000 off!"
Shashwat,1.0 out of 5 stars,Overpriced,8gb of ram and 256gb of storage is too less for the price and performance is also okish. the operating system has useless animations everywhere and lacks basic functionality of connecting and transferring files(full access) from iphone and android(you cannot). usb-A port is Unavailable. Adapter is also not bundled.the macOS updates are buggy to the point it becomes unusable with random restarts. heating issues as well.the keyboard is simply trash.this is my first and last macbook purchase.the m1 chip inside is of no use unless you do video editing on final cut pro which you should buy separately.I would suggest to go with a windows laptop which will last you much longer if u have technical know how to get stuff done. you will get full control over your machine and you can install linux operating system after a few years as well.
atechseva,5.0 out of 5 stars,Good,Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good
Amazon Customer,4.0 out of 5 stars,It's very worthy,I think one kidney is enough to buy this and it is very useful and fast than any organ 😂😂😂
Amit tandon,5.0 out of 5 stars,"Super fast, robust & awesome user experience","M1 Processor from Apple makes it super fast to do multitasking, complex excel sheets, Zoom or Microsoft Teams with Video & execute programs.Super light, no heating and great battery life. Awesome looks.Inbuilt apps like FaceTime, Keynote, Notes, Email, iMovie and Siri are perfect.Safari is the best browser. And you don't need anti-virus software as Apple OS includes built-in security."
Amazon Customer,2.0 out of 5 stars,Faulty OS,The laptop was working fine till Apple release new OS on 26 jan 2022. After that they seem to have reduced the battery life of previous version using laptops by as much as 70%. this is horrible
Priyanka,5.0 out of 5 stars,Excellent 👌,"M1 chip processor is the best and the Black Friday 2021 deal was quite awesome 🖤🖤As I am avid coder , I bought this for the same reason and it made my life more easy😍🖤❤️"
Tamanna b.,3.0 out of 5 stars,Bluetooth issues,Bluetooth not working properly with my airpods pro. Disconnects after a minute then I have to connect it manualy... .
verma13,5.0 out of 5 stars,Good,Good item good quality of laptop as expected is from Apple as expected as sought as required as believe ed
Lovely makkar,5.0 out of 5 stars,Best,Worth every penny nice product best choice for purchasing the lovely product heat not produce d while using for long time
Shivam,5.0 out of 5 stars,Can be had for a Cheaper,"The new M1 is superb! I was about to buy it from Amazon but then stumbled across Educational discount at Apple's official website. I'm a music teacher, and my school was not listed in their database, so I contact Apple and they just set up the discount offer manually for me, and I got it for a sweet 83k! That's a huge 9k+ discount!Kind of makes sense if you're a parent or if you know someone who's a student / teacher / staff in any school, college or university."
SRJ18,5.0 out of 5 stars,Good product.,Good product..just go for it👌👌 just made for heavy works.does all the heavy works easily 👌💋🥵Best in the segment loved it🥰
debopriyo b.,5.0 out of 5 stars,The only value for money Apple product that exists,"Apple is not considered for value for money, but this laptop has the most value for money I've ever got. This is a ~1L laptop but it performs better than 2.5-3L laptops. Getting this on a deal is something you won't repent in the next 5-6 years."
Subhachandra,5.0 out of 5 stars,Very good for students 😃😃,"Hii, this is chandu it's is very good product for every student and it is more help full for bigginers"
sushil Kumar,4.0 out of 5 stars,Beast in performance,
Ishan,5.0 out of 5 stars,Beauty with beast! 💻,Purchased it through apple site.Certainly the best option available if one wants to experience speed.Choose this if you want to experience:- Speed with multitasking- Enhanced battery life (Around 15 hours)- Best in class Design and looks- Superb Display- Easy handling- No fan/heat issuesCons:- Optimization of some Intel apps with M1 chip but manageable.
Atulya,5.0 out of 5 stars,Best in Class,Sold my Motorbike to buy it. But no regret because it's speed is faster than my Motorbike Lol .. 😅
Sunny virk,5.0 out of 5 stars,don't think just go for it,The best Laptop I have ever had till now the battery life is insane plus it is supper light weight ........
Abhishek Arole,4.0 out of 5 stars,This is it...❤️,
Arun,1.0 out of 5 stars,Kaputt in 1 year 2 months,"I am writing the review after 1 year and 3 months of use. The machine was running fine except few minor issues, until two days before when it suddenly died. Authorised apple repair store diagnosed it with motherboard damage, can't imagine what caused this. no dock connected at that time, never run on overload. Bought with my one year of saving, never thought of buying apple care as there was hardly any chance for accidental damage. My 4 years old dell bought for 27k, is now my saviour."
sunny,5.0 out of 5 stars,"Most Affordable Machine fully packed device for Gaming, Video editing and surfing.","The media could not be loaded.  Fully satisfied with the machine, awasome experience in video editing, best in class gaming experience without fan, no voice ,no fan."
Amandeep Randhawa,5.0 out of 5 stars,Works well for me..,"Ready to use. Not much set up needed. Very small, compact and light - ideal for someone small in size like me. Great laptop everyday home use. I use it for reading reports, preparing basic word documents, surfing online, watching videos, etc."
Parag Dubey,5.0 out of 5 stars,The beast,I am a student and using this for quite a time it’s absolutely a great laptop a beast in itself.I can do all my tasks without any worry for battery and i have to charge it once a day (i am a heavy user with screen time approx 8 hrs a day) overall you should buy it. The M1 chip made it more powerful than ever. I was using macbook air 2017 earlier. I changed it in and don’t regret.
Lokendra singh,5.0 out of 5 stars,Best laptop at affordable price,
Pankaj K,4.0 out of 5 stars,Affordable high quality laptop (Long term review),"Pros:- If you’re switching from an older laptop like I did, the speed of the laptop is going to blow you away. Apple has really broken ground with their processors- Thin and light form factor- QHD screen / Retina Display- The battery life is really good. That’s again thanks to the power efficiency of the M1. I could easily get an entire work day without a charger- Aluminium unibody- Magic keyboard and best in class trackpad- USB C charging point Cons:- Lack of ports and variety does hinder usage. I’m using it with a dock to connect to a monitor, keyboard and mouse- full charge takes time. This is a bummer in the age of fast charging products- can notice the slowdowns when there are too many browser tabs open. Killing some apps resolves this tho- the thin body is a double edged sword. It can flex when under pressure like in a bag. I had to diagonally apply pressure to straighten it.- while the USB C charging point is a boon, the magnetic charging port from older models is missed- 60Hz screen- Subpar cameraI upgraded from a 2013 MacBook Pro to this and I’m not disappointed but yes, there is room for improvement. I cannot do away with MacBooks because of the connected ecosystem and my work flow. Despite the demerits - can score this 4/5."
